"RESPNO";"withinwt_ea";"URBRUR";"REGION";"EA_SVC_A";"EA_SVC_B";"EA_FAC_B";"EA_ROAD_C";"THISINT";"ADULT_CT";"CALLS";"Q1";"Q2";"Q46F";"Q46G";"Q46H";"Q46I";"Q57A";"Q57B";"Q58A";"Q58C";"Q90D";"Q90F";"Q90G";"Q91C";"Q92A";"Q94";"LENGTH";"Q101";"Q102";"Q103"
"CDI0682";0.81608709597603;"Urbain";"PORO";"Oui";"Oui";"Oui";"Très bonne";"Femme";"3";"1";"35";"Malinké / Dioula";"Plutôt bien";"Plutôt bien";"Plutôt bien";"Plutôt mal";"Non";"Non";"Non";"Le vaccin peut causer la COVID-19";"Quelqu’un d’autre dans le ménage en possède";"Oui (en possède personnellement)";"Oui (A accès à l’internet)";"Oui, à l’intérieur de la concession";"Oui";"Enseignement primaire achevé";96;"Femme";"Noir / Africain";"Français"
"CDI0347";0.828303862926568;"Urbain";"GUEMON";"Oui";"Non";"Oui";"Mauvaise";"Femme";"5";"1";"32";"Wobé";"Plutôt mal";"Plutôt mal";"Plutôt mal";"Plutôt mal";"Non";"Oui";"Non";"Ne fait pas confiance au vaccin/Inquiet de recevoir un vaccin faux ou contrefait";"Non. Personne dans le ménage n’en possède";"Oui (en possède personnellement)";"Oui (A accès à l’internet)";"Oui, à l’intérieur de la concession";"Oui";"Enseignement secondaire / lycée inachevé";95;"Femme";"Noir / Africain";"Français"
"CDI1026";0.931305982528045;"Urbain";"AGNEBY-TIASSA";"Oui";"Non";"Oui";"Très mauvaise";"Homme";"5";"1";"37";"Français";"Plutôt bien";"Plutôt bien";"Plutôt bien";"Plutôt bien";"Non";"Non";"Oui";"Non applicable";"Quelqu’un d’autre dans le ménage en possède";"Oui (en possède personnellement)";"Oui (A accès à l’internet)";"Oui, à l’intérieur de la concession";"Oui";"Enseignement primaire inachevé";78;"Homme";"Noir / Africain";"Français"
"CDI0459";0.627908989818952;"Urbain";"IFFOU";"Oui";"Non";"Non";"Bonne";"Homme";"2";"1";"32";"Français";"Très bien";"Très bien";"Très bien";"Très mal";"Non";"Oui";"Oui";"Non applicable";"Non. Personne dans le ménage n’en possède";"Oui (en possède personnellement)";"Oui (A accès à l’internet)";"Oui, à l’intérieur de la concession";"Oui";"Enseignement primaire inachevé";96;"Homme";"Noir / Africain";"Français"
"CDI0865";1.14086785404215;"Urbain";"MARAHOUE";"Oui";"Non";"Oui";"Passable";"Homme";"2";"1";"23";"Baoulé";"Plutôt mal";"Plutôt bien";"Plutôt bien";"Très bien";"Non";"Non";"Non";"Non applicable";"Non. Personne dans le ménage n’en possède";"Oui (en possède personnellement)";"Oui (A accès à l’internet)";"Oui, hors de la concession";"Oui";"Enseignement secondaire / lycée achevé";80;"Homme";"Noir / Africain";"Français"
"CDI1132";0.821870184896595;"Urbain";"AGNEBY-TIASSA";"Oui";"Non";"Oui";"Bonne";"Femme";"2";"1";"23";"Français";"Très mal";"Très mal";"Très mal";"Plutôt bien";"Non";"Non";"Non";"Ne fait pas confiance au vaccin/Inquiet de recevoir un vaccin faux ou contrefait";"Oui (en possède personnellement)";"Oui (en possède personnellement)";"Oui (A accès à l’internet)";"Oui, à l’intérieur de la maison";"Oui";"Enseignement secondaire / lycée inachevé";72;"Femme";"Noir / Africain";"Français"
"CDI0567";1.59114945743248;"Urbain";"SUD-COMOE";"Oui";"Non";"Oui";"Très mauvaise";"Femme";"2";"1";"44";"Français";"Plutôt bien";"Plutôt bien";"Plutôt bien";"Plutôt mal";"Non";"Oui";"Oui";"Non applicable";"Non. Personne dans le ménage n’en possède";"Oui (en possède personnellement)";"Oui (A accès à l’internet)";"Oui, à l’intérieur de la maison";"Oui";"Enseignement secondaire / lycée inachevé";76;"Femme";"Noir / Africain";"Français"
"CDI1001";0.87261721755883;"Urbain";"GBEKE";"Oui";"Oui";"Non";"Passable";"Femme";"3";"1";"19";"Français";"Très mal";"Plutôt mal";"Très mal";"Plutôt mal";"Non";"Non";"Non";"Non applicable";"Non. Personne dans le ménage n’en possède";"Oui (en possède personnellement)";"Oui (A accès à l’internet)";"Oui, à l’intérieur de la concession";"Oui";"Enseignement secondaire / lycée inachevé";62;"Femme";"Noir / Africain";"Français"
"CDI0618";1.10750096387195;"Urbain";"GÔH";"Oui";"Oui";"Oui";"Mauvaise";"Homme";"5";"1";"38";"Gouro";"Plutôt mal";"Très mal";"Plutôt mal";"Très mal";"Non";"Non";"Non";"Le vaccin n’est pas sûr";"Non. Personne dans le ménage n’en possède";"Oui (en possède personnellement)";"Oui (A accès à l’internet)";"Oui, hors de la concession";"Oui";"Pas d’enseignement formel";92;"Homme";"Noir / Africain";"Français"
"CDI1124";0.821870184896595;"Urbain";"AGNEBY-TIASSA";"Oui";"Non";"Oui";"Bonne";"Femme";"4";"1";"25";"Français";"Plutôt bien";"Plutôt bien";"Très bien";"Plutôt bien";"Non";"Non";"Oui";"Non applicable";"Quelqu’un d’autre dans le ménage en possède";"Oui (en possède personnellement)";"Oui (A accès à l’internet)";"Oui, à l’intérieur de la concession";"Oui";"Enseignement secondaire / lycée achevé";51;"Femme";"Noir / Africain";"Français"
"CDI0346";1.01202496450118;"Urbain";"ABIDJAN";"Oui";"Oui";"Oui";"Passable";"Homme";"4";"1";"32";"Malinké / Dioula";"Très mal";"Très mal";"Plutôt mal";"Très mal";"Non";"Oui";"Oui";"Non applicable";"Oui (en possède personnellement)";"Quelqu’un d’autre dans le ménage en possède";"Non applicable";"Oui, à l’intérieur de la concession";"Oui";"Université inachevée";79;"Homme";"Noir / Africain";"Français"
"CDI0449";1.00235418001484;"Rural";"GÔH";"Oui";"Oui";"Oui";"Mauvaise";"Femme";"6";"1";"19";"Bété";"Plutôt mal";"Plutôt bien";"Plutôt bien";"Plutôt mal";"Non";"Non";"Non";"Le vaccin a été mis au point trop rapidement";"Non. Personne dans le ménage n’en possède";"Oui (en possède personnellement)";"Oui (A accès à l’internet)";"Oui, hors de la concession";"Oui";"Enseignement secondaire / lycée inachevé";113;"Femme";"Noir / Africain";"Français"
"CDI0148";0.890007770199618;"Urbain";"ABIDJAN";"Oui";"Oui";"Oui";"Très bonne";"Femme";"2";"1";"24";"Français";"Plutôt mal";"Plutôt bien";"Plutôt bien";"Plutôt bien";"Non";"Non";"Non";"Ne fait pas confiance au vaccin/Inquiet de recevoir un vaccin faux ou contrefait";"Oui (en possède personnellement)";"Quelqu’un d’autre dans le ménage en possède";"Non applicable";"Oui, à l’intérieur de la concession";"Oui";"Université inachevée";156;"Femme";"Noir / Africain";"Français"
"CDI0240";1.15108867859487;"Urbain";"ABIDJAN";"Oui";"Oui";"Oui";"Très bonne";"Homme";"2";"1";"29";"Français";"Très bien";"Plutôt mal";"Plutôt mal";"Plutôt bien";"Non";"Non";"Non";"Ne fait pas confiance au vaccin/Inquiet de recevoir un vaccin faux ou contrefait";"Non. Personne dans le ménage n’en possède";"Oui (en possède personnellement)";"Oui (A accès à l’internet)";"Oui, à l’intérieur de la maison";"Oui";"Université inachevée";79;"Homme";"Noir / Africain";"Français"
"CDI0115";1.11789282426283;"Urbain";"ABIDJAN";"Oui";"Oui";"Oui";"Passable";"Homme";"7";"1";"35";"Français";"Plutôt bien";"Ne sait pas / N’en a pas suffisamment entendu parler";"Très mal";"Très mal";"Non";"Non";"Oui";"Non applicable";"Oui (en possède personnellement)";"Oui (en possède personnellement)";"Oui (A accès à l’internet)";"Oui, à l’intérieur de la maison";"Oui";"Université achevée";81;"Homme";"Noir / Africain";"Français"
"CDI0030";0.968062887142528;"Urbain";"ABIDJAN";"Oui";"Oui";"Oui";"Bonne";"Homme";"2";"1";"23";"Français";"Très mal";"Plutôt bien";"Plutôt mal";"Très mal";"Non";"Non";"Non";"Non applicable";"Quelqu’un d’autre dans le ménage en possède";"Oui (en possède personnellement)";"Oui (A accès à l’internet)";"Oui, à l’intérieur de la concession";"Oui";"Université inachevée";108;"Homme";"Noir / Africain";"Français"
"CDI0238";0.895390881712922;"Urbain";"ABIDJAN";"Oui";"Oui";"Oui";"Bonne";"Femme";"2";"1";"45";"Français";"Plutôt mal";"Plutôt bien";"Plutôt mal";"Plutôt bien";"Non";"Oui";"Non";"Non applicable";"Non. Personne dans le ménage n’en possède";"Oui (en possède personnellement)";"Oui (A accès à l’internet)";"Oui, à l’intérieur de la maison";"Oui";"Enseignement secondaire / lycée inachevé";108;"Femme";"Noir / Africain";"Français"
"CDI0263";0.94971512153113;"Rural";"ABIDJAN";"Oui";"Oui";"Oui";"Bonne";"Homme";"6";"2";"51";"Autre";"Plutôt bien";"Très mal";"Très mal";"Plutôt mal";"Non";"Non";"Oui";"Non applicable";"Non. Personne dans le ménage n’en possède";"Oui (en possède personnellement)";"Oui (A accès à l’internet)";"Oui, à l’intérieur de la maison";"Oui";"Enseignement primaire achevé";111;"Homme";"Noir / Africain";"Français"
"CDI0099";0.969857257646963;"Urbain";"ABIDJAN";"Oui";"Oui";"Oui";"Passable";"Femme";"3";"1";"38";"Français";"Plutôt mal";"Très mal";"Plutôt bien";"Plutôt bien";"Non";"Non";"Non";"Ne fait pas confiance au vaccin/Inquiet de recevoir un vaccin faux ou contrefait";"Oui (en possède personnellement)";"Oui (en possède personnellement)";"Oui (A accès à l’internet)";"Oui, à l’intérieur de la maison";"Oui";"Université inachevée";87;"Femme";"Noir / Africain";"Français"
"CDI0326";0.79771579380561;"Urbain";"GONTOUGO";"Oui";"Oui";"Oui";"Mauvaise";"Femme";"7";"1";"21";"Abron";"Très mal";"Très mal";"Très mal";"Plutôt mal";"Non";"Non";"Non";"Le vaccin peut causer d’autres effets secondaires indésirables";"Non. Personne dans le ménage n’en possède";"Oui (en possède personnellement)";"Non (N’a pas accès à l’internet)";"Oui, à l’intérieur de la maison";"Oui";"Enseignement primaire inachevé";92;"Femme";"Noir / Africain";"Français"
"CDI0437";0.938042537274648;"Rural";"IFFOU";"Oui";"Oui";"Oui";"Mauvaise";"Femme";"4";"1";"21";"Baoulé";"Plutôt bien";"Plutôt bien";"Plutôt bien";"Très mal";"Non";"Non";"Oui";"Non applicable";"Non. Personne dans le ménage n’en possède";"Quelqu’un d’autre dans le ménage en possède";"Non applicable";"Non, pas disponible";"Oui";"Enseignement secondaire / lycée inachevé";79;"Femme";"Noir / Africain";"Français"
"CDI0330";0.725822869043842;"Urbain";"ABIDJAN";"Oui";"Oui";"Oui";"Bonne";"Femme";"2";"1";"30";"Français";"Très mal";"Plutôt bien";"Très bien";"Très bien";"Non";"Non";"Oui";"Non applicable";"Oui (en possède personnellement)";"Oui (en possède personnellement)";"Oui (A accès à l’internet)";"Oui, à l’intérieur de la maison";"Oui";"Qualifications post-secondaires autres qu’universitaires (certificat ou diplôme d'école polytechnique)";96;"Femme";"Noir / Africain";"Français"
"CDI0241";1.10712660123622;"Urbain";"ABIDJAN";"Non";"Non";"Non";"Impraticable";"Femme";"4";"1";"60";"Baoulé";"Plutôt bien";"Plutôt bien";"Plutôt bien";"Plutôt bien";"Non";"Non";"Oui";"Non applicable";"Quelqu’un d’autre dans le ménage en possède";"Oui (en possède personnellement)";"Oui (A accès à l’internet)";"Oui, à l’intérieur de la concession";"Oui";"Enseignement secondaire / lycée inachevé";132;"Femme";"Noir / Africain";"Français"
"CDI0967";0.87261721755883;"Urbain";"GBEKE";"Oui";"Oui";"Non";"Passable";"Femme";"2";"1";"21";"Baoulé";"Plutôt bien";"Plutôt bien";"Plutôt bien";"Plutôt bien";"Non";"Oui";"Non";"Non applicable";"Oui (en possède personnellement)";"Oui (en possède personnellement)";"Non (N’a pas accès à l’internet)";"Oui, hors de la concession";"Oui";"Enseignement secondaire / lycée inachevé";95;"Femme";"Noir / Africain";"Français"
"CDI0455";0.917597486505162;"Urbain";"GBEKE";"Oui";"Non";"Oui";"Mauvaise";"Femme";"1";"1";"35";"Baoulé";"Plutôt bien";"Plutôt bien";"Plutôt bien";"Plutôt mal";"Non";"Non";"Non";"Non applicable";"Non. Personne dans le ménage n’en possède";"Oui (en possède personnellement)";"Oui (A accès à l’internet)";"Oui, à l’intérieur de la maison";"Oui";"Université inachevée";99;"Femme";"Noir / Africain";"Français"
"CDI0495";0.917597486505162;"Urbain";"GBEKE";"Oui";"Non";"Oui";"Mauvaise";"Homme";"2";"1";"47";"Baoulé";"Plutôt mal";"Plutôt bien";"Plutôt mal";"Très mal";"Non";"Oui";"Non";"Non applicable";"Quelqu’un d’autre dans le ménage en possède";"Oui (en possède personnellement)";"Oui (A accès à l’internet)";"Oui, à l’intérieur de la maison";"Oui";"Enseignement secondaire / lycée inachevé";93;"Homme";"Noir / Africain";"Français"
"CDI0643";0.75535930222651;"Rural";"N'ZI";"Oui";"Non";"Oui";"Passable";"Homme";"5";"1";"30";"Baoulé";"Plutôt mal";"Plutôt mal";"Plutôt bien";"Plutôt mal";"Non";"Oui";"Non";"Non applicable";"Oui (en possède personnellement)";"Oui (en possède personnellement)";"Oui (A accès à l’internet)";"Oui, hors de la concession";"Oui";"Université inachevée";92;"Homme";"Noir / Africain";"Français"
"CDI0595";1.13010855789569;"Rural";"SUD-COMOE";"Oui";"Non";"Oui";"Très mauvaise";"Homme";"4";"1";"69";"Français";"Plutôt bien";"Plutôt bien";"Très mal";"Plutôt bien";"Non";"Non";"Non";"Non applicable";"Quelqu’un d’autre dans le ménage en possède";"Oui (en possède personnellement)";"Non (N’a pas accès à l’internet)";"Oui, à l’intérieur de la concession";"Oui";"Enseignement secondaire / lycée inachevé";125;"Homme";"Noir / Africain";"Français"
"CDI0245";1.15378023435152;"Urbain";"ABIDJAN";"Oui";"Oui";"Oui";"Bonne";"Homme";"3";"1";"30";"Français";"Plutôt mal";"Plutôt bien";"Plutôt mal";"Plutôt mal";"Non";"Oui";"Oui";"Non applicable";"Oui (en possède personnellement)";"Oui (en possède personnellement)";"Oui (A accès à l’internet)";"Oui, à l’intérieur de la concession";"Oui";"Qualifications post-secondaires autres qu’universitaires (certificat ou diplôme d'école polytechnique)";98;"Homme";"Noir / Africain";"Français"
"CDI0374";1.01202496450118;"Urbain";"ABIDJAN";"Oui";"Oui";"Oui";"Passable";"Femme";"6";"1";"36";"Français";"Très mal";"Très mal";"Très mal";"Très mal";"Non";"Non";"Oui";"Non applicable";"Non. Personne dans le ménage n’en possède";"Oui (en possède personnellement)";"Oui (A accès à l’internet)";"Oui, à l’intérieur de la maison";"Oui";"Enseignement informel seulement  (y compris enseignement coranique )";115;"Femme";"Noir / Africain";"Français"
"CDI0363";0.8805699266471;"Rural";"HAUT-SASSANDRA";"Non";"Non";"Oui";"Passable";"Femme";"3";"1";"44";"Baoulé";"Plutôt mal";"Plutôt bien";"Plutôt bien";"Plutôt bien";"Non";"Non";"Non";"Ne fait pas confiance au vaccin/Inquiet de recevoir un vaccin faux ou contrefait";"Non. Personne dans le ménage n’en possède";"Oui (en possède personnellement)";"Non (N’a pas accès à l’internet)";"Non, pas disponible";"Non";"Pas d’enseignement formel";63;"Femme";"Noir / Africain";"Français"
"CDI0625";0.984641085060789;"Rural";"PORO";"Oui";"Non";"Oui";"Passable";"Femme";"1";"1";"47";"Français";"Plutôt bien";"Très bien";"Plutôt bien";"Plutôt mal";"Non";"Non";"Oui";"Non applicable";"Non. Personne dans le ménage n’en possède";"Oui (en possède personnellement)";"Non (N’a pas accès à l’internet)";"Oui, à l’intérieur de la maison";"Oui";"Enseignement primaire inachevé";111;"Femme";"Noir / Africain";"Français"
"CDI0407";1.05603002341713;"Rural";"HAUT-SASSANDRA";"Oui";"Oui";"Oui";"Bonne";"Homme";"3";"1";"62";"Yacouba";"Très mal";"Plutôt mal";"Plutôt mal";"Plutôt mal";"Non";"Non";"Non";"Non applicable";"Non. Personne dans le ménage n’en possède";"Oui (en possède personnellement)";"Non (N’a pas accès à l’internet)";"Non, pas disponible";"Oui";"Pas d’enseignement formel";77;"Homme";"Noir / Africain";"Français"
"CDI0898";1.29298619784467;"Rural";"PORO";"Oui";"Non";"Oui";"Très mauvaise";"Femme";"1";"1";"28";"Français";"Très mal";"Plutôt bien";"Plutôt bien";"Très mal";"Non";"Oui";"Non";"Non applicable";"Non. Personne dans le ménage n’en possède";"Oui (en possède personnellement)";"Oui (A accès à l’internet)";"Oui, à l’intérieur de la maison";"Oui";"Enseignement secondaire / lycée achevé";95;"Femme";"Noir / Africain";"Français"
"CDI0482";1.08070953619751;"Rural";"NAWA";"Oui";"Non";"Oui";"Bonne";"Femme";"3";"1";"25";"Malinké / Dioula";"Plutôt mal";"Plutôt bien";"Plutôt bien";"Plutôt mal";"Non";"Non";"Oui";"Non applicable";"Non. Personne dans le ménage n’en possède";"Oui (en possède personnellement)";"Oui (A accès à l’internet)";"Oui, à l’intérieur de la concession";"Oui";"Enseignement secondaire / lycée inachevé";85;"Femme";"Noir / Africain";"Français"
"CDI0617";0.84652866156996;"Urbain";"GBEKE";"Oui";"Non";"Non";"Mauvaise";"Homme";"1";"1";"21";"Malinké / Dioula";"Plutôt bien";"Plutôt bien";"Plutôt bien";"Plutôt mal";"Non";"Non";"Oui";"Non applicable";"Oui (en possède personnellement)";"Oui (en possède personnellement)";"Oui (A accès à l’internet)";"Oui, hors de la concession";"Oui";"Université achevée";75;"Homme";"Noir / Africain";"Français"
"CDI0739";1.06144079716681;"Rural";"PORO";"Oui";"Non";"Oui";"Très mauvaise";"Femme";"1";"1";"26";"Français";"Plutôt bien";"Plutôt bien";"Très mal";"Très mal";"Non";"Non";"Non";"Non applicable";"Non. Personne dans le ménage n’en possède";"Quelqu’un d’autre dans le ménage en possède";"Non applicable";"Oui, à l’intérieur de la maison";"Oui";"Enseignement secondaire / lycée inachevé";217;"Femme";"Noir / Africain";"Français"
"CDI0367";1.15689567921375;"Rural";"CAVALLY";"Oui";"Non";"Oui";"Passable";"Homme";"8";"1";"74";"Guéré";"Très mal";"Plutôt bien";"Plutôt mal";"Plutôt mal";"Non";"Non";"Oui";"Non applicable";"Non. Personne dans le ménage n’en possède";"Oui (en possède personnellement)";"Non (N’a pas accès à l’internet)";"Oui, à l’intérieur de la maison";"Oui";"Enseignement primaire inachevé";102;"Homme";"Noir / Africain";"Français"
"CDI0250";0.94971512153113;"Rural";"ABIDJAN";"Oui";"Oui";"Oui";"Bonne";"Femme";"1";"1";"56";"Autre";"Très mal";"Plutôt bien";"Très bien";"Plutôt mal";"Non";"Non";"Non";"Le vaccin n’est pas sûr";"Quelqu’un d’autre dans le ménage en possède";"Oui (en possède personnellement)";"Oui (A accès à l’internet)";"Oui, à l’intérieur de la maison";"Oui";"Enseignement secondaire / lycée inachevé";111;"Femme";"Noir / Africain";"Français"
"CDI0419";1.14839712283822;"Urbain";"ABIDJAN";"Oui";"Oui";"Oui";"Passable";"Homme";"5";"1";"21";"Français";"Plutôt bien";"Plutôt bien";"Plutôt bien";"Plutôt bien";"Non";"Non";"Oui";"Non applicable";"Oui (en possède personnellement)";"Oui (en possède personnellement)";"Oui (A accès à l’internet)";"Oui, à l’intérieur de la maison";"Oui";"Université achevée";61;"Homme";"Noir / Africain";"Français"
"CDI0092";0.779653984176883;"Urbain";"ABIDJAN";"Oui";"Oui";"Oui";"Mauvaise";"Femme";"3";"1";"23";"Français";"Très mal";"Plutôt bien";"Plutôt bien";"Plutôt bien";"Non";"Non";"Non";"Dieu me protègera";"Oui (en possède personnellement)";"Quelqu’un d’autre dans le ménage en possède";"Non applicable";"Oui, à l’intérieur de la maison";"Oui";"Université inachevée";84;"Femme";"Noir / Africain";"Français"
